review,rating,date,bank,source,sentiment_label,sentiment_score,processed_review,keywords,identified_theme(s)
The poorest mobile banking I have seen in the industry. Is not stable to login and post transactions. Is not attractive. Error reports frequently.,5,2024-06-13,BOA,Google Play,NEGATIVE,0.9998160004615784,poor mobile banking see industry stable login post transaction attractive error report frequently,"['report frequently', 'banking see', 'report']",Other
👍👍👍,5,2024-06-12,BOA,Google Play,NEGATIVE,0.6970565915107727,,[],Other
Really Bank,5,2024-06-12,BOA,Google Play,POSITIVE,0.9820581078529358,bank,['bank'],Other
I like the the bank of Abyssinia is the best first bank of Ethiopia,1,2024-06-11,BOA,Google Play,POSITIVE,0.999809205532074,like bank abyssinia good bank ethiopia,"['like bank', 'bank abyssinia', 'bank']",Other
The app is not good need a few work,3,2024-06-11,BOA,Google Play,NEGATIVE,0.9997538924217224,app good need work,"['good need', 'app good', 'need']",Other
"The worst mob app i have ever seen. Slow, uncomfortable and stupid. It is better to learn from the best app (tele birr). The released updates is even worst.",1,2024-06-11,BOA,Google Play,NEGATIVE,0.9997610449790956,bad mob app see slow uncomfortable stupid well learn good app tele birr release update bad,"['bad', 'tele birr', 'tele']",Other
"Unreliable, expensive service. Most of the time, it is not working. Sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. I will not recommend this bank app to anyone.",1,2024-06-10,BOA,Google Play,NEGATIVE,0.9994435906410216,unreliable expensive service time work day complete transaction charge unworthy service recommend bank app,"['service', 'complete', 'work day']",Customer Support
The worst app,1,2024-06-10,BOA,Google Play,NEGATIVE,0.9997969269752502,bad app,"['bad app', 'bad', 'app']",Other
excellent service,5,2024-06-10,BOA,Google Play,POSITIVE,0.9998576641082764,excellent service,"['excellent service', 'excellent', 'service']",Customer Support
You are beutiful,5,2024-06-09,BOA,Google Play,NEGATIVE,0.8399409055709839,beutiful,[],Other
Good 👍,5,2024-06-07,BOA,Google Play,POSITIVE,0.9998576641082764,good,['good'],Other
The best app,5,2024-06-06,BOA,Google Play,POSITIVE,0.9998469352722168,good app,"['good app', 'good', 'app']",Other
አይሰራም አፑ ለምንድነው,1,2024-06-06,BOA,Google Play,NEGATIVE,0.8337252736091614,አይሰራም አፑ ለምንድነው,['አይሰራም'],Other
Awful,1,2024-06-06,BOA,Google Play,NEGATIVE,0.9997954964637756,awful,[],Other
Developer option to be off really,1,2024-06-06,BOA,Google Play,NEGATIVE,0.9903939366340636,developer option,"['developer option', 'option', 'developer']",Other
Good app boa,5,2024-06-06,BOA,Google Play,POSITIVE,0.999842882156372,good app boa,"['app boa', 'boa', 'good app']",Other
I'm disappointed with the recent changes to this app. Disabling developer options for functionality seems unnecessary. The previous version offered a more user-friendly experience.,1,2024-06-06,BOA,Google Play,NEGATIVE,0.9997298121452332,disappointed recent change app disable developer option functionality unnecessary previous version offer user friendly experience,"['previous version', 'previous', 'friendly experience']",Other
"Worest app, it cannot be downloaded",2,2024-06-05,BOA,Google Play,NEGATIVE,0.9979676604270936,wor app download,"['wor app', 'wor', 'download']",Other
😭😭😭😭😭😭😭,1,2024-06-05,BOA,Google Play,NEGATIVE,0.6970565915107727,,[],Other
slow only some times the wey it is veary nice app,5,2024-06-05,BOA,Google Play,POSITIVE,0.949857532978058,slow time wey veary nice app,"['nice app', 'slow', 'time']",Transaction Performance
ok yes,5,2024-06-04,BOA,Google Play,POSITIVE,0.9997628331184388,ok yes,"['yes', 'ok']",Other
The worst mobile banking app,1,2024-06-04,BOA,Google Play,NEGATIVE,0.9997923970222472,bad mobile banking app,"['bad mobile', 'banking app', 'mobile banking']",Other
It's nice apps,1,2024-06-04,BOA,Google Play,POSITIVE,0.999875545501709,nice app,"['nice app', 'nice', 'app']",Other
Wow! what a disgrace for BOA. The app barely works. Too slow and always returns error.,1,2024-06-03,BOA,Google Play,NEGATIVE,0.9997871518135072,wow disgrace boa app barely work slow return error,"['return', 'boa app', 'error']",Account Access Issues
Excited by your service,5,2024-06-02,BOA,Google Play,POSITIVE,0.9997963309288024,excited service,['service'],Customer Support
Kerfafa new,1,2024-06-01,BOA,Google Play,POSITIVE,0.8148752450942993,kerfafa new,['new'],Feature Requests
ABDU MUDESR,2,2024-06-01,BOA,Google Play,POSITIVE,0.7394681572914124,abdu mudesr,[],Other
Ok,5,2024-05-31,BOA,Google Play,POSITIVE,0.9997851252555848,ok,['ok'],Other
"The worst mobile banking app! It doesn't load (seems like with the perfect WiFi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",1,2024-05-31,BOA,Google Play,NEGATIVE,0.9996273517608644,bad mobile banking app load like perfect wifi data connection manage network issue finally app make hard send money,"['hard', 'app load', 'data']",Other
My special app and my proud bank of ETHIOPIA. nice to meet you my bank,5,2025-06-19,CBE,Google Play,POSITIVE,0.9998167157173156,special app proud bank ethiopia nice meet bank,"['nice meet', 'proud bank', 'special app']",Other
great app,5,2025-06-19,CBE,Google Play,POSITIVE,0.999821126461029,great app,"['great app', 'great', 'app']",Other
SUFaa milikesaa,5,2025-06-19,CBE,Google Play,NEGATIVE,0.9896273612976074,sufaa milikesaa,[],Other
"Am not able to make screenshot,",1,2025-06-18,CBE,Google Play,NEGATIVE,0.999790370464325,able screenshot,"['able screenshot', 'able', 'screenshot']",Other
best app and bank to use,5,2025-06-18,CBE,Google Play,POSITIVE,0.9984400868415833,good app bank use,"['app bank', 'use', 'good app']",Other
"Verily, it was very superior competitive to well known apps nowadays functioning in broader to its customers by simplest features that is Telebirr super app, Thus, CBE is my top ultimate choose that optimistically truly relaying to it, as far as concerned I am proudest when rating this by points, as a result of CBE service provisions via ethical principles and practices to customers satisfaction with texistence of constraints and challenges facing from burglary and froudalent hacker. Thank you !",5,2025-06-18,CBE,Google Play,POSITIVE,0.9983299374580384,verily superior competitive know app nowadays function broad customer simple feature telebirr super app cbe ultimate choose optimistically truly relay far concerned proud rate point result cbe service provision ethical principle practice customer satisfaction texistence constraint challenge face burglary froudalent hacker thank,"['customer', 'cbe', 'nowadays']",Other
thank you,5,2025-06-17,CBE,Google Play,POSITIVE,0.9998352527618408,thank,['thank'],Other
Why do not instailed?,5,2025-06-17,CBE,Google Play,NEGATIVE,0.968940258026123,instaile,[],Other
ok,5,2025-06-17,CBE,Google Play,POSITIVE,0.9997851252555848,ok,['ok'],Other
setting ላይ mini statment ብታዘጋጁለት ቴሌብር app ላይ አለ የብዙ ቀን transaction አያሳይም የናንተ ። tnx,4,2025-06-17,CBE,Google Play,NEGATIVE,0.9805399775505066,set ላይ mini statment ብታዘጋጁለት ቴሌብር app ላይ አለ የብዙ ቀን transaction አያሳይም የናንተ tnx,"['set', 'ቴሌብር', 'transaction']",Transaction Performance
Is too good,5,2025-06-17,CBE,Google Play,POSITIVE,0.9998205304145812,good,['good'],Other
ሰላም የምኖረው ውጭ ሀገር ነው የንግድ ባንክ አካውንት አለኝ እንዴት ላንቀሳቅሰው,5,2025-06-16,CBE,Google Play,NEGATIVE,0.944585382938385,ሰላም የምኖረው ውጭ ሀገር ነው የንግድ ባንክ አካውንት አለኝ እንዴት ላንቀሳቅሰው,"['ባንክ', 'ነው']",Other
ይህን ባንክ መጠቀም ያስጠላኛል ገንዘቤን ደጋግመው ያዙኝ ብዬ አስባለሁ ይህም ተስፋ አስቆራጭ ስርቆት አስመስሎ መጣ ማለት በሳምንት ሶስት ጊዜ ገንዘቤን ሰረቁኝ ማለት ይጠየቅልኝ,5,2025-06-16,CBE,Google Play,NEGATIVE,0.9615163207054138,ይህን ባንክ መጠቀም ያስጠላኛል ገንዘቤን ደጋግመው ያዙኝ ብዬ አስባለሁ ይህም ተስፋ አስቆራጭ ስርቆት አስመስሎ መጣ ማለት በሳምንት ሶስት ጊዜ ገንዘቤን ሰረቁኝ ማለት ይጠየቅልኝ,"['ገንዘቤን', 'ጊዜ', 'ባንክ']",Other
"it makes my life easy, and I feel like it deserves a 4-star.",4,2025-06-16,CBE,Google Play,POSITIVE,0.9993563294410706,make life easy feel like deserve star,"['make life', 'life easy', 'star']",User Interface & Experience
I'm commenting with another email again. It must prevent login for two step verification key without your real fingerprint. First I told you to add biometric security on this platform. Then you added it. perhaps it is not different from login password still. no number or any other characters to open two step verification key. The best way to protect our wallet which is invisible to anyone is only fingerprint. password can be cheated. login for two step verification should be only fingerprint.,3,2025-06-16,CBE,Google Play,NEGATIVE,0.99873548746109,comment email prevent login step verification key real fingerprint tell add biometric security platform add different login password number character open step verification key good way protect wallet invisible fingerprint password cheat login step verification fingerprint,"['fingerprint', 'step verification', 'verification']",Other
It's best app but Please add(included) water bill payment ?,4,2025-06-16,CBE,Google Play,NEGATIVE,0.914364755153656,good app water bill payment,"['water', 'bill payment', 'bill']",Other
the system works even from wherever I am abroad CBE☆☆☆☆☆,5,2025-06-15,CBE,Google Play,POSITIVE,0.994903326034546,system work abroad cbe,"['system', 'cbe', 'work']",Other
very nice to use this app,5,2025-06-14,CBE,Google Play,POSITIVE,0.9996718168258668,nice use app,"['use app', 'nice', 'use']",Other
good 👍,4,2025-06-14,CBE,Google Play,POSITIVE,0.9998576641082764,good,['good'],Other
Good service and have lightly internet accessed,3,2025-06-14,CBE,Google Play,NEGATIVE,0.6808251738548279,good service lightly internet access,"['good service', 'internet', 'access']","Account Access Issues, Customer Support"
the best mobile banking ever in Ethiopia,5,2025-06-13,CBE,Google Play,POSITIVE,0.9998283386230468,good mobile banking ethiopia,"['banking ethiopia', 'good mobile', 'ethiopia']",Other
waw,5,2025-06-13,CBE,Google Play,NEGATIVE,0.7346178889274597,waw,['waw'],Other
good app fast,5,2025-06-13,CBE,Google Play,POSITIVE,0.9998340606689452,good app fast,"['app fast', 'fast', 'good app']",Transaction Performance
very good work cbe team well developed,5,2025-06-13,CBE,Google Play,POSITIVE,0.9998407363891602,good work cbe team develop,"['team', 'good work', 'develop']",Other
Excellent and easy to access and uptodate.,5,2025-06-13,CBE,Google Play,POSITIVE,0.9998615980148317,excellent easy access uptodate,"['access', 'excellent', 'easy']","User Interface & Experience, Account Access Issues"
Nice,5,2025-06-12,CBE,Google Play,POSITIVE,0.9998552799224854,nice,['nice'],Other
Best mobile banking app in Ethiopian banking industry. Keep up CBE,5,2025-06-12,CBE,Google Play,POSITIVE,0.9997265934944152,good mobile banking app ethiopian banking industry cbe,"['banking', 'ethiopian banking', 'banking industry']",Other
it's very helpful app in any way in and out of the county of Ethiopia good luck,5,2025-06-12,CBE,Google Play,POSITIVE,0.9995100498199464,helpful app way county ethiopia good luck,"['helpful app', 'app way', 'helpful']",Other
good app,5,2025-06-11,CBE,Google Play,POSITIVE,0.9998493194580078,good app,"['good app', 'good', 'app']",Other
So bad now and hard to use,5,2025-06-09,CBE,Google Play,NEGATIVE,0.999805748462677,bad hard use,"['hard', 'bad', 'use']",Other
"it is so amazing app. but, it is better to update it to access without any internet fees. just make it to open by free internet service when we open data connection.",5,2025-06-09,CBE,Google Play,POSITIVE,0.9496427178382874,amazing app well update access internet fee open free internet service open datum connection,"['internet', 'open', 'free']",Other
v.good app,4,2025-06-09,CBE,Google Play,POSITIVE,0.9952701926231384,app,['app'],Other
very good app,1,2025-06-09,CBE,Google Play,POSITIVE,0.9998675584793092,good app,"['good app', 'good', 'app']",Other
Very amazing app indeed. I'm enjoying it,5,2025-06-08,CBE,Google Play,POSITIVE,0.9998819828033448,amazing app enjoy,"['amazing app', 'amazing', 'app']",Other
Best,5,2025-06-08,CBE,Google Play,POSITIVE,0.9997941851615906,well,['well'],Other
A great app. It's like carrying a bank in your pocket.,4,2025-06-07,CBE,Google Play,POSITIVE,0.9992928504943848,great app like carry bank pocket,"['pocket', 'bank pocket', 'app like']",Other
More than garrantty bank EBC.,4,2025-06-07,CBE,Google Play,POSITIVE,0.9971959590911864,garrantty bank ebc,['bank'],Other
really am happy to this app it is Siple to use everything,5,2025-06-07,CBE,Google Play,POSITIVE,0.9988697171211244,happy app siple use,"['happy', 'use', 'app']",Other
I liked this app. But the User interface is very basic and not attractive at all.,2,2025-06-07,CBE,Google Play,NEGATIVE,0.9996840953826904,like app user interface basic attractive,"['basic', 'like app', 'attractive']",Other
"""Why don’t your ATMs support account-to-account transfers like other countries( Kenya, Nigeria , South africa)""",4,2025-06-06,CBE,Google Play,NEGATIVE,0.9964652061462402,atms support account account transfer like country kenya nigeria south africa,"['account', 'country', 'support']",Customer Support
what is this app problem???,1,2025-06-05,CBE,Google Play,NEGATIVE,0.9996225833892822,app problem,"['app problem', 'problem', 'app']",Other
the app is proactive and a good connections.,5,2025-06-05,CBE,Google Play,POSITIVE,0.9998679161071776,app proactive good connection,"['good connection', 'connection', 'good']",Other
